
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Morphine Sulfate Injection","Amphastar Pharmaceuticals, Inc.","800-423-4136","Morphine Sulfate, Injection, 1 mg/1 mL (NDC 76329-1912-1)","Reverified","08/18/2026","Available","","","","Analgesia/Addiction","Current","","","12/06/2018","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 63323-452-01)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 63323-454-01)","Revised","08/25/2026","Unavailable","Next release October 2026. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 5 mg/1 mL (NDC 63323-455-01)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 63323-451-01)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0641-6125-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0641-6126-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0641-6127-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 2 mg/1 mL Syringes (NDC 0409-1890-01)","Revised","08/31/2026","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 4 mg/1 mL Syringes (NDC 0409-1891-01)","Revised","08/31/2026","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 8 mg/1 mL Syringes (NDC 0409-1892-01)","Revised","08/31/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 10 mg/1 mL Syringes (NDC 0409-1893-01)","Revised","08/31/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 5 mg/10 mL (0.5 mg/mL) (NDC 0409-3814-12)","Revised","08/31/2026","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 10 mg/10 mL (1 mg/mL) (NDC 0409-3815-12)","Revised","08/31/2026","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1896-20)","Revised","08/31/2026","Unavailable","Next Delivery and Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1134-05)","Revised","08/31/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 76045-004-11)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 76045-005-11)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 0409-1890-23)","Revised","08/31/2026","Limited Availability","Next Delivery November 2026; Estimated Recovery in December 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Suppository","Padagis US LLC","(800) 775-2054","Morphine Sulfate, Suppository, 5 mg (NDC 0574-7110-12)","New","07/23/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/23/2026","07/23/2026","","","","","","",""
"Morphine Sulfate Suppository","Padagis US LLC","(800) 775-2054","Morphine Sulfate, Suppository, 10 mg (NDC 0574-7112-12)","New","07/23/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/23/2026","07/23/2026","","","","","","",""
"Morphine Sulfate Suppository","Padagis US LLC","(800) 775-2054","Morphine Sulfate, Suppository, 20 mg (NDC 0574-7114-12)","New","07/23/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/23/2026","07/23/2026","","","","","","",""
"Morphine Sulfate Suppository","Padagis US LLC","(800) 775-2054","Morphine Sulfate, Suppository, 30 mg (NDC 0574-7116-12)","New","07/23/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/23/2026","07/23/2026","","","","","","",""
"Morphine Sulfate Tablet","Upsher-Smith Laboratories, LLC","763-315-2000","Morphine Sulfate, Tablet, 15 mg (NDC 0832-0273-11)","New","12/22/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","12/22/2025","12/22/2025","","","","","","",""
"Morphine Sulfate Tablet","Upsher-Smith Laboratories, LLC","763-315-2000","Morphine Sulfate, Tablet, 30 mg (NDC 0832-0274-11)","New","12/22/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","12/22/2025","12/22/2025","","","","","","",""
"Moxifloxacin Injection","Fresenius Kabi USA, LLC","888-386-1300","Moxifloxacin, Injection, 400mg per 250mL (NDC 63323-850-74)","New","10/29/2025","","Discontinuation of the manufacture of the drug","","","Anti-Infective","To Be Discontinued","","10/29/2025","10/29/2025","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 2.5 mg (NDC 13668-353-01)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 2.5 mg (NDC 13668-353-05)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 2.5 mg (NDC 13668-353-30)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 2.5 mg (NDC 13668-353-90)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 5 mg (NDC 13668-354-01)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 5 mg (NDC 13668-354-05)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 5 mg (NDC 13668-354-30)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 5 mg (NDC 13668-354-90)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 10 mg (NDC 13668-355-01)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 10 mg (NDC 13668-355-05)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 10 mg (NDC 13668-355-30)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 10 mg (NDC 13668-355-90)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 20 mg (NDC 13668-356-01)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 20 mg (NDC 13668-356-05)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 20 mg (NDC 13668-356-30)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Nebivolol Hydrochloride Tablet","Torrent Pharmaceuticals Limited","908-280-3333","Nebivolol Hydrochloride, Tablet, 20 mg (NDC 13668-356-90)","New","03/25/2026","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","03/25/2026","03/25/2026","","","","","","",""
"Neostigmine Methylsulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Neostigmine Methylsulfate, Injection, .5 mg/1 mL (NDC 63323-413-10)","New","01/12/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","01/12/2026","01/12/2026","","","","","","",""
"Nilutamide Tablet","Advanz Pharma (US) Corp.","847-283-7921","Nilandron, Tablet, 150 mg (NDC 59212-111-14)","New","12/01/2025","","Product to expire in March 2026; Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","12/01/2025","12/01/2025","","","","","","",""
"Nilutamide Tablet","Advanz Pharma (US) Corp.","847-283-7921","Nilandron, Tablet, 150 mg (NDC 66993-212-38)","New","12/01/2025","","Product to expire in March 2026; Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","12/01/2025","12/01/2025","","","","","","",""
"Nitrofurantoin Oral Suspension","Amneal Pharmaceuticals","866-525-7270","Nitrofurantoin, Oral Suspension, 25 mg/5 mL (NDC 69238-2512-9)","New","04/10/2026","","Discontinuation of the manufacture of the drug","","","Anti-Infective; Other","To Be Discontinued","","04/10/2026","04/10/2026","","","","","","",""
"Nitroglycerin Ointment","AbbVie Inc.","800-678-1605","Rectiv, Ointment, 0.4% (NDC 58914-301-80)","New","04/14/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","04/14/2026","04/14/2026","","","","","","",""
"Obeticholic Acid Tablet","Intercept Pharmaceuticals","1-844-782-4278","Ocaliva, Tablet, 5 mg (NDC 69516-005-30)","New","09/19/2025","","Business decision. Products will not be available after November 14, 2025.","","","Gastroenterology","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
"Obeticholic Acid Tablet","Intercept Pharmaceuticals","1-844-782-4278","Ocaliva, Tablet, 10 mg (NDC 69516-010-30)","New","09/19/2025","","Business decision. Products will not be available after November 14, 2025.","","","Gastroenterology","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
